# path	seed	style	size
monsters/animals/giant-rat.png	1054439729	bourassa,darkest	1024x1024
monsters/animals/giant-lizard.png	45013910	bourassa,darkest	1024x1024
monsters/beasts/goblin.png	1475805570	bourassa,darkest	1024x1024
monsters/undead/skeleton.png	1298964799	bourassa,darkest	1024x1024
monsters/beasts/hobgoblin.png	1831911663	bourassa,darkest	1024x1024
monsters/animals/giant-spider.png	610396542	bourassa,darkest	1024x1024
monsters/undead/ghoul.png	743346345	bourassa,darkest	1024x1024
monsters/beasts/gargoyle.png	564795181	bourassa,darkest	1024x1024
monsters/humanoids/evil-hero.png	2142622955	bourassa,darkest	1024x1024
monsters/animals/giant-snake.png	1077783229	bourassa,darkest	1024x1024
monsters/beasts/werewolf.png	2132295516	bourassa,darkest	1024x1024
monsters/beasts/ogre.png	1811267404	bourassa,darkest	1024x1024
monsters/undead/mummy.png	1282620538	bourassa,darkest	1024x1024
monsters/beasts/troll.png	257370004	bourassa,darkest	1024x1024
monsters/undead/vampire.png	1206602250	bourassa,darkest	1024x1024
monsters/beasts/giant.png	777681008	bourassa,darkest	1024x1024
monsters/humanoids/witch.png	400718734	bourassa,darkest	1024x1024
monsters/misc/green-slime.png	1679584106	bourassa,darkest	1024x1024
monsters/insects/purple-worm.png	1509361918	bourassa,darkest	1024x1024
monsters/misc/black-pudding.png	2073795313	bourassa,darkest	1024x1024
monsters/humanoids/evil-wizard.png	490134819	bourassa,darkest	1024x1024
monsters/beasts/red-dragon.png	575301858	bourassa,darkest	1024x1024
monsters/beasts/blue-dragon.png	2078383928	bourassa,darkest	1024x1024
treasures/silver-cup.png	955016985	painterlyscene,item	1024x1024
treasures/sack-of-gold.png	1016345172	painterlyscene,item	1024x1024
treasures/silver-ring.png	195216818	painterlyscene,item	1024x1024
treasures/gold-cup.png	710336936	painterlyscene,item	1024x1024
treasures/gold-ring.png	1884559902	painterlyscene,item	1024x1024
treasures/silver-coffer.png	733938855	painterlyscene,item	1024x1024
treasures/jade-idol.png	593370619	painterlyscene,item	1024x1024
treasures/huge-emerald.png	1258110046	painterlyscene,item	1024x1024
treasures/huge-sapphire.png	138855925	painterlyscene,item	1024x1024
treasures/silver-necklace.png	1901049601	painterlyscene,item	1024x1024
treasures/huge-ruby.png	1127743730	painterlyscene,item	1024x1024
treasures/gold-necklace.png	1094898220	painterlyscene,item	1024x1024
treasures/huge-diamond.png	1674079233	painterlyscene,item	1024x1024
treasures/crown-of-gems.png	235159635	painterlyscene,item	1024x1024
treasures/dragon-hoard.png	646210665	painterlyscene,item	1024x1024
items/magic-sword-1.png	2102265447	painterlyscene,item	1024x1024
items/torch.png	1606497215	painterlyscene,item	1024x1024
items/esp-medallion.png	1167670033	painterlyscene,item	1024x1024
items/shield.png	1536937588	painterlyscene,item	1024x1024
items/elf-boots.png	210160383	painterlyscene,item	1024x1024
items/secret-door-card.png	95395716	painterlyscene,item	1024x1024
items/crystal-ball.png	1560349236	painterlyscene,item	1024x1024
items/magic-bow.png	1719551803	painterlyscene,item	1024x1024
items/magic-sword-2.png	1410501388	painterlyscene,item	1024x1024
items/teleport-scroll.png	1232116624	painterlyscene,item	1024x1024
items/magic-armor.png	847886114	painterlyscene,item	1024x1024
items/fire-ball-scroll.png	1859419413	painterlyscene,item	1024x1024
items/lightning-scroll.png	789793400	painterlyscene,item	1024x1024
items/key-medallion.png	1192161110	painterlyscene,item	1024x1024
items/sword.png	1303609150	painterlyscene,item	1024x1024
items/staff.png	403239667	painterlyscene,item	1024x1024
items/elven-blade.png	1938823408	painterlyscene,item	1024x1024
events/rest.png	1676450563	painterlyscene,darkest	1024x1024
screens/you-win.png	364079326	painterlyscene,dosrpg	1024x1024
screens/you-died.png	1757704234	painterlyscene,dosrpg	1024x1024
markers/gravestone.png	1521580771	painterlyscene,dark	1024x1024
markers/player-body.png	986150945	painterlyscene,dark	1024x1024
markers/lost-cache.png	1649795939	painterlyscene,dark	1024x1024
markers/cursed-rune.png	966875198	painterlyscene,dark	1024x1024
classes/hero.png	643389505	bourassa,portrait	1024x1024
classes/elf.png	981457074	bourassa,portrait	1024x1024
classes/superhero.png	813454848	bourassa,portrait	1024x1024
classes/wizard.png	673661391	bourassa,portrait	1024x1024
rooms/main-gallery.png	940383485	painterlyscene,dosrpg	1024x1024
rooms/barracks.png	1052107062	painterlyscene,dosrpg	1024x1024
rooms/armory.png	1675983652	painterlyscene,dosrpg	1024x1024
rooms/stone-room.png	2029088123	painterlyscene,dosrpg	1024x1024
rooms/store-room.png	2067313692	painterlyscene,dosrpg	1024x1024
rooms/torture-chamber.png	373151270	painterlyscene,dosrpg	1024x1024
rooms/kitchen.png	1742491192	painterlyscene,dosrpg	1024x1024
rooms/wizards-lab.png	136546311	painterlyscene,dosrpg	1024x1024
rooms/wizards-treasure.png	411841058	painterlyscene,dosrpg	1024x1024
rooms/kings-library.png	1392196433	painterlyscene,dosrpg	1024x1024
rooms/kings-treasure.png	612026966	painterlyscene,dosrpg	1024x1024
rooms/queens-armor.png	375129494	painterlyscene,dosrpg	1024x1024
rooms/queens-treasure.png	1815500959	painterlyscene,dosrpg	1024x1024
rooms/the-crypt.png	1232534616	painterlyscene,dosrpg	1024x1024
events/curio-chest.png	1212639308	painterlyscene,darkest	1024x1024
events/fountain.png	895037559	painterlyscene,darkest	1024x1024
events/shrine.png	979343335	painterlyscene,darkest	1024x1024
events/gamblers-altar.png	1938339060	painterlyscene,darkest	1024x1024
events/hooded-peddler.png	137566324	painterlyscene,darkest	1024x1024
events/idol.png	554074271	painterlyscene,darkest	1024x1024
events/fallen-adventurer.png	1136369967	painterlyscene,darkest	1024x1024
events/glowing-mushrooms.png	63301955	painterlyscene,darkest	1024x1024
events/rune-obelisk.png	1306135571	painterlyscene,darkest	1024x1024
events/weapon-cache.png	803803788	painterlyscene,darkest	1024x1024
events/mimic.png	1556659650	painterlyscene,darkest	1024x1024
strategic-combat/monsters/animals/giant-rat.png	1582828444	bourassa,darkest	1024x1024
strategic-combat/monsters/animals/giant-lizard.png	479466270	bourassa,darkest	1024x1024
strategic-combat/monsters/beasts/goblin.png	1821468756	bourassa,darkest	1024x1024
strategic-combat/monsters/undead/skeleton.png	1964375345	bourassa,darkest	1024x1024
strategic-combat/monsters/beasts/hobgoblin.png	1320190951	bourassa,darkest	1024x1024
strategic-combat/monsters/animals/giant-spider.png	22906726	bourassa,darkest	1024x1024
strategic-combat/monsters/undead/ghoul.png	519475267	bourassa,darkest	1024x1024
strategic-combat/monsters/beasts/gargoyle.png	1061851914	bourassa,darkest	1024x1024
strategic-combat/monsters/humanoids/evil-hero.png	230966593	bourassa,darkest	1024x1024
strategic-combat/monsters/animals/giant-snake.png	1495770662	bourassa,darkest	1024x1024
strategic-combat/monsters/beasts/werewolf.png	1151437078	bourassa,darkest	1024x1024
strategic-combat/monsters/beasts/ogre.png	158923708	bourassa,darkest	1024x1024
strategic-combat/monsters/undead/mummy.png	3905805	bourassa,darkest	1024x1024
strategic-combat/monsters/beasts/troll.png	649349448	bourassa,darkest	1024x1024
strategic-combat/monsters/undead/vampire.png	1595457734	bourassa,darkest	1024x1024
strategic-combat/monsters/beasts/giant.png	1610844006	bourassa,darkest	1024x1024
strategic-combat/monsters/humanoids/witch.png	403871593	bourassa,darkest	1024x1024
strategic-combat/monsters/misc/green-slime.png	505508776	bourassa,darkest	1024x1024
strategic-combat/monsters/insects/purple-worm.png	155963971	bourassa,darkest	1024x1024
strategic-combat/monsters/misc/black-pudding.png	13948586	bourassa,darkest	1024x1024
strategic-combat/monsters/humanoids/evil-wizard.png	2010387183	bourassa,darkest	1024x1024
strategic-combat/monsters/beasts/red-dragon.png	960025263	bourassa,darkest	1024x1024
strategic-combat/monsters/beasts/blue-dragon.png	2103034982	bourassa,darkest	1024x1024
strategic-combat/events/mimic.png	1764125316	painterlyscene,darkest	1024x1024
strategic-combat/classes/hero.png	1655122430	bourassa,darkest	1024x1024
strategic-combat/classes/elf.png	1898709123	bourassa,darkest	1024x1024
strategic-combat/classes/superhero.png	2142849055	bourassa,darkest	1024x1024
strategic-combat/classes/wizard.png	1372460696	bourassa,darkest	1024x1024
strategic-combat/treasures/silver-cup.png	867962030	painterlyscene,darkest	1024x1024
strategic-combat/treasures/sack-of-gold.png	1638161889	painterlyscene,darkest	1024x1024
strategic-combat/treasures/silver-ring.png	1171272354	painterlyscene,darkest	1024x1024
strategic-combat/treasures/gold-cup.png	1195172984	painterlyscene,darkest	1024x1024
strategic-combat/treasures/gold-ring.png	405991997	painterlyscene,darkest	1024x1024
strategic-combat/treasures/silver-coffer.png	2010967225	painterlyscene,darkest	1024x1024
strategic-combat/treasures/jade-idol.png	726374603	painterlyscene,darkest	1024x1024
strategic-combat/treasures/huge-emerald.png	458614613	painterlyscene,darkest	1024x1024
strategic-combat/treasures/huge-sapphire.png	1709995105	painterlyscene,darkest	1024x1024
strategic-combat/treasures/silver-necklace.png	456327744	painterlyscene,darkest	1024x1024
strategic-combat/treasures/huge-ruby.png	998423266	painterlyscene,darkest	1024x1024
strategic-combat/treasures/gold-necklace.png	1520593814	painterlyscene,darkest	1024x1024
strategic-combat/treasures/huge-diamond.png	1706484064	painterlyscene,darkest	1024x1024
strategic-combat/treasures/crown-of-gems.png	174891833	painterlyscene,darkest	1024x1024
strategic-combat/treasures/dragon-hoard.png	413167755	painterlyscene,darkest	1024x1024
strategic-combat/items/magic-sword-1.png	1800402395	painterlyscene,darkest	1024x1024
strategic-combat/items/torch.png	104560251	painterlyscene,darkest	1024x1024
strategic-combat/items/esp-medallion.png	1673495005	painterlyscene,darkest	1024x1024
strategic-combat/items/shield.png	590081194	painterlyscene,darkest	1024x1024
strategic-combat/items/elf-boots.png	1803074420	painterlyscene,darkest	1024x1024
strategic-combat/items/secret-door-card.png	1161348834	painterlyscene,darkest	1024x1024
strategic-combat/items/crystal-ball.png	1143722764	painterlyscene,darkest	1024x1024
strategic-combat/items/magic-bow.png	2081446522	painterlyscene,darkest	1024x1024
strategic-combat/items/magic-sword-2.png	1683198341	painterlyscene,darkest	1024x1024
strategic-combat/items/teleport-scroll.png	580043812	painterlyscene,darkest	1024x1024
strategic-combat/items/magic-armor.png	418097212	painterlyscene,darkest	1024x1024
strategic-combat/items/fire-ball-scroll.png	1051349216	painterlyscene,darkest	1024x1024
