# path	seed	style	size
strategic-combat/monsters/animals/giant-lizard.png	1101505502	darkest	320
strategic-combat/monsters/beasts/goblin.png	1183905439	darkest	320
strategic-combat/monsters/undead/skeleton.png	745627476	darkest	320
strategic-combat/monsters/beasts/hobgoblin.png	481322891	darkest	320
strategic-combat/monsters/animals/giant-spider.png	1462625699	darkest	320
strategic-combat/monsters/undead/ghoul.png	966724560	darkest	320
strategic-combat/monsters/beasts/gargoyle.png	1499375820	darkest	320
strategic-combat/monsters/humanoids/evil-hero.png	1033716477	darkest	320
strategic-combat/monsters/animals/giant-snake.png	1433403070	darkest	320
strategic-combat/monsters/beasts/werewolf.png	1272597348	darkest	320
strategic-combat/monsters/beasts/ogre.png	471903512	darkest	320
strategic-combat/monsters/undead/mummy.png	811059797	darkest	320
strategic-combat/monsters/beasts/troll.png	1229407870	darkest	320
strategic-combat/monsters/undead/vampire.png	233312928	darkest	320
strategic-combat/monsters/beasts/giant.png	966453061	darkest	320
strategic-combat/monsters/humanoids/witch.png	1095628077	darkest	320
strategic-combat/monsters/misc/green-slime.png	1677852200	darkest	320
strategic-combat/monsters/insects/purple-worm.png	1963902702	darkest	320
strategic-combat/monsters/misc/black-pudding.png	1342469090	darkest	320
strategic-combat/monsters/humanoids/evil-wizard.png	629405453	darkest	320
strategic-combat/monsters/beasts/red-dragon.png	228130897	darkest	320
strategic-combat/monsters/beasts/blue-dragon.png	1475017830	darkest	320
strategic-combat/events/mimic.png	1391965044	darkest	320
strategic-combat/classes/hero.png	1027864269	darkest	320
strategic-combat/classes/elf.png	727592998	darkest	320
strategic-combat/classes/superhero.png	1903833841	darkest	320
strategic-combat/classes/wizard.png	1603696791	darkest	320
strategic-combat/treasures/silver-cup.png	1789155841	darkest	320
strategic-combat/treasures/sack-of-gold.png	264304602	darkest	320
strategic-combat/treasures/silver-ring.png	1870850331	darkest	320
strategic-combat/treasures/gold-cup.png	776891837	darkest	320
strategic-combat/treasures/gold-ring.png	416984867	darkest	320
strategic-combat/treasures/silver-coffer.png	2108927067	darkest	320
strategic-combat/treasures/jade-idol.png	1236874676	darkest	320
strategic-combat/treasures/huge-emerald.png	1324582432	darkest	320
strategic-combat/treasures/huge-sapphire.png	908113517	darkest	320
strategic-combat/treasures/silver-necklace.png	1749679781	darkest	320
strategic-combat/treasures/huge-ruby.png	579388722	darkest	320
strategic-combat/treasures/gold-necklace.png	1841469626	darkest	320
strategic-combat/treasures/huge-diamond.png	1813198208	darkest	320
strategic-combat/treasures/crown-of-gems.png	1934087702	darkest	320
strategic-combat/treasures/dragon-hoard.png	546957861	darkest	320
strategic-combat/items/magic-sword-1.png	530397753	darkest	320
strategic-combat/items/esp-medallion.png	1877103671	darkest	320
strategic-combat/items/shield.png	741354913	darkest	320
strategic-combat/items/elf-boots.png	754220894	darkest	320
strategic-combat/items/secret-door-card.png	1941486804	darkest	320
strategic-combat/items/crystal-ball.png	1909424165	darkest	320
strategic-combat/items/magic-bow.png	1616279459	darkest	320
strategic-combat/items/magic-sword-2.png	809123483	darkest	320
strategic-combat/items/teleport-scroll.png	612966685	darkest	320
strategic-combat/items/magic-armor.png	152920043	darkest	320
strategic-combat/items/fire-ball-scroll.png	1111375090	darkest	320
strategic-combat/items/lightning-scroll.png	1801651470	darkest	320
