# path	seed	style	size
monsters/animals/giant-rat.png	1354407590	mignola,darkest	1024x1024
monsters/animals/giant-lizard.png	1926170968	mignola,darkest	1024x1024
monsters/beasts/goblin.png	185572553	mignola,darkest	1024x1024
monsters/undead/skeleton.png	522333731	mignola,darkest	1024x1024
monsters/beasts/hobgoblin.png	1410894448	mignola,darkest	1024x1024
monsters/animals/giant-spider.png	1517575368	mignola,darkest	1024x1024
monsters/undead/ghoul.png	314857474	mignola,darkest	1024x1024
monsters/beasts/gargoyle.png	135003946	mignola,darkest	1024x1024
monsters/humanoids/evil-hero.png	1352442084	mignola,darkest	1024x1024
monsters/animals/giant-snake.png	158843955	mignola,darkest	1024x1024
monsters/beasts/werewolf.png	1082305066	mignola,darkest	1024x1024
monsters/beasts/ogre.png	1897730697	mignola,darkest	1024x1024
monsters/undead/mummy.png	1878903889	mignola,darkest	1024x1024
monsters/beasts/troll.png	619249897	mignola,darkest	1024x1024
monsters/undead/vampire.png	465278606	mignola,darkest	1024x1024
monsters/beasts/giant.png	1094729266	mignola,darkest	1024x1024
monsters/humanoids/witch.png	1610332014	mignola,darkest	1024x1024
monsters/misc/green-slime.png	522188385	mignola,darkest	1024x1024
monsters/insects/purple-worm.png	437209417	mignola,darkest	1024x1024
monsters/misc/black-pudding.png	1348132393	mignola,darkest	1024x1024
monsters/humanoids/evil-wizard.png	1675403165	mignola,darkest	1024x1024
monsters/beasts/red-dragon.png	1413059792	mignola,darkest	1024x1024
monsters/beasts/blue-dragon.png	2059535690	mignola,darkest	1024x1024
treasures/silver-cup.png	526244495	painterlyscene,item	1024x1024
treasures/sack-of-gold.png	1338068093	painterlyscene,item	1024x1024
treasures/silver-ring.png	391036499	painterlyscene,item	1024x1024
treasures/gold-cup.png	668144343	painterlyscene,item	1024x1024
treasures/gold-ring.png	52499413	painterlyscene,item	1024x1024
treasures/silver-coffer.png	316790065	painterlyscene,item	1024x1024
treasures/jade-idol.png	815690092	painterlyscene,item	1024x1024
treasures/huge-emerald.png	1821186182	painterlyscene,item	1024x1024
treasures/huge-sapphire.png	72625891	painterlyscene,item	1024x1024
treasures/silver-necklace.png	1930799286	painterlyscene,item	1024x1024
treasures/huge-ruby.png	599159425	painterlyscene,item	1024x1024
treasures/gold-necklace.png	983659632	painterlyscene,item	1024x1024
treasures/huge-diamond.png	2017372605	painterlyscene,item	1024x1024
treasures/crown-of-gems.png	602496623	painterlyscene,item	1024x1024
treasures/dragon-hoard.png	2007609242	painterlyscene,item	1024x1024
items/magic-sword-1.png	2111622022	painterlyscene,item	1024x1024
items/torch.png	1891384614	painterlyscene,item	1024x1024
items/esp-medallion.png	130998164	painterlyscene,item	1024x1024
items/shield.png	812203815	painterlyscene,item	1024x1024
items/elf-boots.png	1224912617	painterlyscene,item	1024x1024
items/secret-door-card.png	846210431	painterlyscene,item	1024x1024
items/crystal-ball.png	1192327052	painterlyscene,item	1024x1024
items/magic-bow.png	165007149	painterlyscene,item	1024x1024
items/magic-sword-2.png	402155105	painterlyscene,item	1024x1024
items/teleport-scroll.png	840585785	painterlyscene,item	1024x1024
items/magic-armor.png	1326553260	painterlyscene,item	1024x1024
items/fire-ball-scroll.png	249749739	painterlyscene,item	1024x1024
items/lightning-scroll.png	515204114	painterlyscene,item	1024x1024
items/key-medallion.png	1106148987	painterlyscene,item	1024x1024
items/sword.png	1919050293	painterlyscene,item	1024x1024
items/staff.png	1234803188	painterlyscene,item	1024x1024
items/elven-blade.png	679454167	painterlyscene,item	1024x1024
events/rest.png	856988850	painterlyscene,darkest	1024x1024
screens/you-win.png	125426673	painterlyscene,dosrpg	1024x1024
screens/you-died.png	1931633031	painterlyscene,dosrpg	1024x1024
markers/gravestone.png	729513916	painterlyscene,dark	1024x1024
markers/player-body.png	1202457048	painterlyscene,dark	1024x1024
markers/lost-cache.png	488776154	painterlyscene,dark	1024x1024
markers/cursed-rune.png	1009704091	painterlyscene,dark	1024x1024
classes/hero.png	2107224052	mignola,portrait	1024x1024
classes/elf.png	382456635	mignola,portrait	1024x1024
classes/superhero.png	659909502	mignola,portrait	1024x1024
classes/wizard.png	1146893364	mignola,portrait	1024x1024
rooms/main-gallery.png	850250112	painterlyscene,dosrpg	1024x1024
rooms/barracks.png	1086232313	painterlyscene,dosrpg	1024x1024
rooms/armory.png	1237571134	painterlyscene,dosrpg	1024x1024
rooms/stone-room.png	284463328	painterlyscene,dosrpg	1024x1024
